id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	R449_LG_M	QC_1	QC_2	QC_3	QC_4	QC_5	R446_HG_M	R446_LG_M	R449_HG_M	R455_HG_M	R455_LG_M	R456_HG_M	R456_LG_M	R457_HG_M	R457_LG_M
F3567	78.8657	204.89	201.68	208.1	749	32945030	1	0.98	3213	13	5585620	1908611	2386481	2146354	2098739	2325527	554376	0	4596029	0	1377302	1241598	1087148	3200925	4407069
F3569	134.0966	432.58	430.44	435.79	3746	6588536	1	0.98	223	5	2322410	512185	401480	0	609467	0	0	0	2744446	0	0	0	0	0	0
F3570	78.8805	204.35	202.22	207.56	750	3314502	1	0.87	230	5	1663675	499081	0	0	0	307321	0	0	0	0	0	0	251913	0	618910
F3571	134.1125	51.66	50.32	52.73	3747	12596865	1	1	2540	12	0	1101246	0	1031822	1220729	1199401	1009263	901201	1473536	0	928343	1029725	729109	1039454	943036
F3572	78.8817	204.89	201.68	208.1	751	40301540	1	0.98	3438	13	7842203	2799816	3345929	2907919	2659842	3110455	586260	553872	6319338	0	2150747	2191172	1671584	4041860	0
F3573	78.8963	205.16	202.22	208.1	753	3876415	1	0.99	384	5	1098917	0	0	0	0	0	0	0	1191926	0	0	379656	0	273721	970399
F3574	134.1177	42.57	40.96	45.24	3748	5485578	0.8	0.87	15	15	313493	1453738	1460516	1536931	1706286	1761774	5906355	1199798	784818	933526	1209192	3553882	1042812	594283	530011
F3575	134.1177	51.66	48.45	54.87	3748	626460784	1	0.99	602	15	192974435	201864626	193531560	184320827	199909041	204017111	169317707	188489577	231784685	111247543	169322710	176832841	157219595	177237857	172972086
F3577	78.8976	204.89	201.95	208.1	754	43879544	1	0.99	4186	13	6942703	2605803	3296537	2656699	2926300	2794886	882426	0	5864562	0	1993124	2151715	1732318	3705157	6202199
F3578	78.9123	205.16	203.02	207.3	755	1513250	1	0.98	190	3	450008	0	0	414769	0	0	0	0	680915	0	0	0	0	0	0
F3579	134.123	51.66	50.32	53.26	3749	2400354	1	1	396	3	0	820459	0	0	0	0	828905	0	0	0	0	762993	0	0	0
F3580	78.9135	204.89	201.68	208.1	756	30402733	1	0.99	2875	13	5088538	2037066	2021623	1850638	1937293	1922672	544015	0	4113101	0	1172569	1596681	1133895	2737122	4223454
F3586	78.9294	205.16	201.95	207.03	757	14175395	1	0.99	1539	9	2727612	1165370	827385	1156350	1079278	966354	0	0	2089425	0	0	0	0	1501193	2682428
F3587	78.9416	643.31	641.17	645.18	759	17517349	1	0.95	1815	15	1459488	1145224	1141551	1202243	1109150	1300274	1048087	1058210	993293	982623	1336975	1208772	1021044	1396042	1130373
F3588	78.9453	204.89	202.22	207.83	760	4222186	1	1	436	4	1165462	0	0	0	0	0	0	0	1034739	0	0	0	0	798083	1261266
F3589	78.9531	952.11	949.7	955.05	761	5764996	1	0.99	585	4	683508	0	0	0	0	0	0	885256	0	3167387	0	0	1049854	0	0
F3590	134.5208	52.99	50.59	55.13	3751	3679185	1	0.96	476	2	0	0	1686520	0	0	0	0	0	0	1982790	0	0	0	0	0
F3599	79.0066	36.41	33.47	38.29	766	13960498	1	0.97	41	12	1482598	1034165	1058635	956588	1132282	1066238	0	0	1736025	0	842648	1195495	967044	1084633	1423147
F3602	134.5468	296.69	294.02	299.9	3754	3433335	0.83	0.97	236	11	168176	250965	0	325368	173572	319168	577023	372456	308722	0	0	322168	0	413470	228455
F3603	134.5468	983.13	981.79	984.2	3754	2044258	0.83	0.8	64	10	305521	164880	0	90715	0	57151	313807	190050	268142	0	0	323813	0	222153	86300
F3604	134.5468	985.54	984.2	986.87	3754	3383279	0.9	0.83	97	11	254295	439801	0	397277	201226	345070	309119	185869	524413	0	0	137786	0	359387	417924
F3605	134.5468	989.28	986.87	990.35	3754	5869660	1	0.8	149	11	349182	523565	0	332721	957028	602184	703053	588538	347460	0	0	361103	0	536178	365204
F3628	175.0028	419.48	417.07	421.35	5244	1834127	0.77	0.82	3	9	0	0	0	245847	178785	79803	230950	0	246249	143194	0	239049	204624	0	271147
F3632	175.0028	439.27	437.93	441.94	5244	2408163	0.74	0.78	3	9	0	0	0	226513	362785	269234	255341	0	256763	268032	0	208859	179151	0	392018
F3652	175.0156	440.6	437.39	443.54	5245	18490360	0.96	0.91	54	15	1415067	1237161	1351561	1066138	1334723	1374105	937554	866845	862239	1309962	1408201	1568576	1207574	1320074	1222652
F3653	175.0156	461.73	458.52	464.94	5245	55238227	1	0.95	134	15	3140641	3682353	4198581	3587253	4063678	4372617	2482046	3971645	3445809	2981511	4215994	4187737	4294262	3494774	3284316
F3654	175.0156	476.44	473.23	479.65	5245	60646381	1	0.97	310	15	3925961	4032856	4159968	4113738	4510614	4543233	2420125	4837719	3533829	3613032	4318326	4772237	4518198	4149764	3300558
F3655	175.0156	537.41	534.47	540.62	5245	83120870	1	0.99	7234	15	6025199	5298029	5769324	5892128	6216435	6150561	3508203	7498369	8114709	4374523	4851802	4778731	4938528	4311631	5220012
F3656	175.0156	744.73	742.59	746.07	5245	3479755	0.91	0.73	524	15	238268	255884	269431	255952	150348	328201	190992	263540	166235	156934	305412	157028	297828	228552	229150
F3657	175.0156	781.91	780.03	784.31	5245	7464621	0.96	0.93	1068	11	846123	448594	564312	459753	434645	889278	44952	1027204	0	1229380	349931	0	1187449	0	0
F3658	175.0156	852.32	849.11	855.53	5245	247679110	1	0.99	21769	15	26044330	16174283	17019173	15997454	16688828	16730985	7637989	25249627	5450884	18374997	15644219	3849817	46734594	9029509	7077421
F3659	175.0156	897.02	895.42	898.36	5245	1147306	0.84	0.86	183	5	113831	82649	0	0	0	0	0	44817	0	154887	0	0	763122	0	0
F3660	175.0202	36.15	33.74	38.02	5247	6683157	1	0.99	63	6	710700	2048828	772419	589325	0	0	0	0	1600600	0	0	0	0	0	977838
F3663	79.0161	10.44	9.37	11.24	777	1737226	0.79	0.91	4	15	120642	103465	144874	69776	101568	132921	157449	138439	80874	59793	184042	110317	170308	51656	81906
F3666	79.0161	21.44	19.83	23.04	777	3098451	0.78	0.88	5	15	180498	195576	284401	231244	250980	234657	237357	170337	296884	121932	144515	125465	167050	229643	206302
F3667	79.0161	36.41	34.54	38.82	777	4590562	0.91	0.98	5	15	314426	159478	153359	177679	301117	232671	588611	302029	344241	163038	500829	585450	215214	425674	151689
F3669	79.0161	57.27	54.06	58.61	777	1726856	0.81	0.96	3	15	33402	139878	48189	98082	154316	112047	96370	48947	83773	257975	141558	102200	115549	166487	124558
F3670	79.0161	60.48	58.61	61.02	777	1245176	0.81	0.89	3	13	0	114686	91516	159907	53378	27079	126090	134333	66984	0	138257	105935	102101	83889	49843
F3671	79.0161	64.23	61.02	66.1	777	3167163	0.81	0.79	3	15	231434	160904	336955	161167	126177	175453	337481	158573	249887	236546	292098	135141	332684	72117	180289
F3672	79.0161	67.44	66.1	70.64	777	2953213	0.81	0.72	4	15	272344	236736	323342	206257	37296	125049	85489	260497	133715	109059	220106	177425	314731	211365	215155
F3673	79.0161	73.05	70.64	74.66	777	3225962	0.79	0.93	5	15	243622	116885	323379	219724	158971	269588	197914	284756	192592	300095	216954	193415	202817	181393	186368
F3675	79.0161	85.89	83.75	87.22	777	2880616	0.79	0.79	5	15	106859	206439	199249	173221	128057	198695	248839	228204	225057	160409	173693	222909	143023	204436	157867
F3678	79.0161	98.99	97.65	101.67	777	2759895	0.81	0.76	4	15	213208	312438	111076	101608	237785	217760	181009	218598	213975	123965	161105	162167	165332	224656	144747
F3680	79.0161	109.42	107.55	110.22	777	979887	0.79	0.94	3	14	86809	40948	36048	29462	82142	160098	74641	63913	0	60339	64571	130635	124143	26674	47606
F3681	79.0161	112.36	110.22	114.5	777	1470850	0.77	0.83	3	15	73456	98622	78935	22043	24610	125708	68334	143443	154073	152974	103524	151911	64110	112850	60819
F3682	79.0161	120.65	119.32	123.33	777	1391681	0.77	0.76	3	14	86642	149212	123865	45657	131141	156086	137363	32150	208622	0	31434	59511	112117	142097	26175
F3683	100.0217	36.15	34.01	38.02	2165	4181573	1	1	181	14	361909	72689	0	755043	706611	189162	30347	179837	390870	23876	43046	105037	951059	175207	212888
F3684	100.0217	45.24	43.64	48.18	2165	3167670	1	0.87	115	14	409728	201700	193348	110095	296418	324599	142093	167927	91646	192086	460579	122728	462285	0	26810
F3685	100.0217	53.53	50.32	56.47	2165	5887857	1	0.94	157	15	758305	423961	179474	895998	289006	230471	182025	213095	329789	198782	34276	1064133	516385	534312	114203
F3686	175.0344	38.55	36.68	40.69	5248	4352570	1	0.99	129	9	0	756444	0	480366	0	204604	700347	410942	611101	591356	0	324907	331849	0	0
F3701	100.0233	37.75	36.95	39.89	2166	831141	0.74	0.96	5	8	93671	0	32936	0	0	48336	0	42062	450070	44884	0	93410	0	0	98478
F3702	100.0233	46.84	44.44	50.05	2166	2691678	0.78	0.84	7	12	0	30902	0	185780	357053	424141	41034	381328	69288	240947	53664	257910	352573	405252	0
F3703	100.0233	54.33	51.12	57.54	2166	7002639	1	0.89	31	14	278017	678675	293359	312406	546811	652091	483672	333909	0	756957	459864	1023450	680217	261095	288283
F3705	100.0233	120.12	118.25	123.33	2166	1959951	0.75	0.75	3	11	153088	0	0	303114	274390	0	344102	328990	47162	246066	77009	44663	0	53146	44412
F3706	100.0233	127.87	125.73	130.81	2166	2175934	0.78	0.75	3	11	92990	0	25123	310429	162807	0	321292	540078	81599	521453	105245	0	60998	54422	0
F3707	100.0233	131.88	130.81	133.22	2166	937721	0.75	0.92	3	9	21790	22056	26067	202154	48914	0	123307	179889	0	195162	0	0	0	144861	0
F3708	100.0233	139.37	138.3	140.71	2166	1122786	0.75	0.94	4	9	0	0	35323	150469	95388	228749	147343	126755	0	213189	0	44742	0	44924	0
F3711	100.0233	155.95	154.35	158.36	2166	2753063	0.78	0.79	5	12	65031	0	107031	283790	351864	248649	125241	426728	36766	206564	0	149695	434975	242486	0
F3713	100.0233	168.52	166.92	171.19	2166	1515479	0.75	0.91	3	10	0	134278	0	122735	65229	304603	0	112079	0	310822	0	98099	277237	120633	71977
F3716	100.0233	182.16	181.09	183.5	2166	892706	0.75	0.94	3	8	0	0	0	30503	115244	129272	28038	47515	0	0	0	179698	230288	118642	0
F3718	175.0453	36.15	33.74	37.75	5249	9405733	1	0.96	37	9	1360127	1432180	809191	905082	648866	0	0	0	1267357	0	809978	0	812943	0	1376009
F3720	100.0248	36.41	33.74	38.02	2167	732294236	1	0.99	3	15	225678406	155097148	147646422	151623556	153908484	155492454	76569595	70991830	228708735	62294399	134131226	182493253	153741608	147526678	212098607
F3731	134.996	36.15	33.21	38.55	3758	17042070	1	0.97	71	12	1691094	1485520	1015048	1315976	1209802	1258980	0	0	2134311	0	1040230	1573141	1092272	1340585	1906111
F3732	134.999	36.41	34.28	38.29	3759	3976017	1	1	548	5	949826	443862	0	0	434781	0	0	0	1146138	0	0	0	0	0	1017417
F3734	79.0196	37.75	36.41	39.09	781	1016774	0.83	0.98	9	10	204113	125072	0	41386	25514	0	46119	134152	234891	61834	0	0	105387	36587	0
F3735	79.0196	45.77	42.83	48.72	781	3542795	1	0.89	12	15	631696	57203	87389	310921	214013	120004	307426	127692	249815	276746	73890	235090	413899	195722	283351
F3736	79.0196	52.46	51.12	54.06	781	855049	0.82	0.93	6	11	26196	0	54797	35053	142995	0	0	68921	44274	0	45633	56976	51095	150115	130167
F3737	79.0196	55.4	54.06	57.27	781	1302802	0.82	0.98	10	8	0	154363	219682	196629	0	0	73481	0	39317	0	90174	0	0	298493	228557
F3739	100.0264	47.11	44.97	49.79	2168	2318863	0.73	0.93	4	11	0	0	0	285159	293215	238882	103147	246684	0	172909	18955	221156	326884	359265	76585
F3740	100.0264	56.2	54.6	58.34	2168	1359313	0.74	0.96	5	11	154556	0	108251	117995	126371	182699	88589	125151	0	298828	0	41548	0	85559	32420
F3743	100.0264	119.58	116.37	121.99	2168	3396972	0.74	0.86	4	11	0	0	26454	158625	588251	204496	159395	637408	17125	399884	0	499511	305592	433857	0
F3744	100.0264	123.59	121.99	124.93	2168	1477580	0.72	0.88	3	9	0	0	0	190190	154741	82033	251850	242749	0	206283	0	25148	227436	165475	0
F3745	100.0264	127.34	124.93	128.94	2168	2121587	0.73	0.88	3	12	115256	0	64304	376679	66086	133977	470428	173724	30688	428971	0	122071	71849	155253	0
F3747	100.0264	136.96	135.09	138.03	2168	1751255	0.72	0.78	3	8	0	0	0	130123	238500	266029	0	257846	0	246157	15719	268419	0	301337	0
F3748	100.0264	143.65	140.71	144.99	2168	2485768	0.74	0.9	5	14	0	14967	23729	374206	188201	306106	256282	419498	22771	324832	50397	25569	51752	325516	92316
F3751	100.0264	162.1	160.5	163.44	2168	1456913	0.74	0.96	3	12	269805	163315	0	56218	139146	82862	221553	130834	234606	19624	77117	0	69007	0	61566
F3755	135.003	38.29	36.95	40.69	3760	8637713	1	0.97	42	12	0	1632466	896887	490628	458326	348597	843473	625356	987757	719387	743526	0	463189	0	572171
F3768	175.0756	340.55	338.41	342.69	5252	1771480	0.9	0.97	7	6	0	304750	292172	236897	0	0	0	402366	159428	0	0	0	0	407140	0
F3772	175.0756	413.06	409.85	416	5252	3554561	1	0.95	9	7	0	640318	406840	578162	0	0	0	614041	467139	0	561808	0	0	305626	0
F3773	175.0756	483.39	480.45	486.33	5252	3156610	1	0.94	23	7	0	500042	492792	378506	0	0	0	491392	397239	0	252077	0	0	663582	0
F3774	175.0895	190.72	187.51	193.93	5256	100668311	1	0.89	939	13	7536783	8074297	6735568	6891819	8989298	8135506	8388351	6819948	0	0	8470256	8384246	4302669	9055083	8234830
F3777	100.0273	56.2	54.6	58.34	2169	1055374	0.77	0.97	110	13	116474	0	56092	0	95150	88064	52749	191841	90181	82018	88253	36448	33743	55786	91642
F3780	100.0273	120.65	119.05	121.19	2169	2212755	0.82	0.92	16	15	152974	233250	203902	116603	138767	150606	144110	100992	206553	113295	210115	101940	172574	124891	79018
F3781	100.0273	127.87	126.27	129.21	2169	3043376	0.83	0.8	14	15	224553	359669	328105	183833	103756	252666	341827	178018	126096	90617	172602	222038	204577	285341	88260
F3782	100.0273	131.35	129.21	134.29	2169	4906818	0.82	0.73	14	15	264638	381293	223179	417968	347925	412009	224453	332363	152859	413220	438189	324038	416552	382016	294995
F3783	100.0273	135.63	134.29	136.96	2169	2599248	0.83	0.73	15	15	111606	148340	181141	160681	151249	207659	137723	114717	78313	218092	225497	99738	215760	233885	240637
F3784	100.0273	137.77	136.96	139.91	2169	2720914	0.82	0.95	13	15	178814	108077	113573	227685	177207	65247	247636	102486	211800	170118	184548	321479	246593	196721	241367
F3785	100.0273	141.78	139.91	144.72	2169	4319195	0.83	0.79	13	15	227869	93847	295204	259796	253644	232361	378931	243450	256868	204625	348202	382566	496769	375873	269631
F3786	100.0273	147.13	146.32	149	2169	1506340	0.82	0.91	8	14	79948	87621	0	81011	185710	141869	99968	43161	39450	149986	240467	140220	88074	75065	129877
F3787	100.0273	150.6	149	152.48	2169	1664473	0.81	0.92	7	15	76361	126008	90967	79450	57490	161564	81276	190263	90562	117851	163387	86992	103614	109588	143056
F3788	100.0273	153.54	152.48	155.15	2169	1135300	0.8	0.83	7	13	46037	38079	59172	0	43209	0	114714	38307	219387	52294	144216	86662	44395	100415	149764
F3789	100.0273	158.09	155.15	160.23	2169	1926076	0.8	0.79	7	15	77950	104701	229978	181662	184069	107871	112640	123059	39373	125001	73920	218945	192365	47587	134852
F3793	100.0283	35.88	34.28	37.75	2170	9362864	1	0.91	638	15	634240	730252	861370	757815	821669	760349	107391	193137	699660	165271	594448	920788	653084	463200	1014190
F3794	175.0944	508.26	505.85	510.67	5257	2644217	0.9	0.98	35	13	84916	159442	255485	397555	134393	0	288731	324824	235360	0	266693	43747	206043	152947	87461
F3802	175.0944	972.97	971.1	975.91	5257	2486138	0.82	0.9	5	11	135573	0	104674	198456	251799	0	68995	178081	394142	0	156254	347378	382243	0	352383
F3806	79.0218	53.53	50.59	56.47	784	287305773	1	0.92	28	15	14870636	19104844	20064368	19457536	20127725	19191484	33348031	24498602	15068256	20900266	26061003	14573209	10573030	16103148	13832152
F3813	79.0228	52.99	52.19	54.06	785	712985	1	0.9	36	3	266372	0	0	0	0	0	414722	49869	0	0	0	0	0	0	0
F3817	175.1119	390.03	386.83	393.27	5261	39490179	0.8	0.99	60	15	2595970	2380352	2710352	2519147	2701909	2670962	2711266	2849098	2614380	2219818	2476882	2348422	2765342	2603374	2562728
F3818	175.1119	407.71	405.04	410.92	5261	13881465	0.91	0.93	20	15	926563	1087474	1046119	887059	728127	828989	1230759	959095	768121	808276	1157104	796882	858531	922107	899259
F3825	175.1119	534.47	531.79	537.41	5261	17023148	0.93	0.81	22	15	1093291	1396677	1150838	1004895	1488629	1095032	957366	1133041	1029266	899793	1252692	1173625	1152764	1041936	1175303
F3827	175.1119	631.54	631.28	634.48	5261	4072274	0.71	0.89	18	15	84129	274769	282199	253072	95048	201149	129747	41109	167346	92200	125259	77606	123678	113163	169589
F3828	175.1191	40.43	37.75	43.64	5262	613534157	1	0.9	2136	15	250985021	162114389	163066436	158126850	160774922	167178402	98133773	109463487	183378355	134364850	186615890	182184186	218932939	126413807	174785662
F3829	135.0108	52.46	51.39	53.8	3762	552932	0.74	0.91	18	5	0	0	0	98584	149535	0	0	0	0	0	93612	0	105721	115483	0
F3855	175.1442	40.69	37.48	43.1	5264	50260844	1	0.9	8701	15	4100414	3550618	3695373	3385967	3353525	3363743	1846279	1980501	3762937	1943020	2378768	4959445	5467552	2787015	3707687
F3856	79.0411	109.96	106.75	111.56	789	1818533	1	0.93	131	8	0	482028	23608	0	0	38807	0	0	457157	0	515089	63172	29286	0	227716
F3857	79.0411	113.16	111.56	116.37	789	1384771	1	0.8	138	7	0	366705	92671	0	0	0	0	0	387494	0	243745	27331	51476	0	211486
F3858	175.1464	53.26	51.93	55.94	5265	17692946	1	0.93	3024	8	0	3119889	2892495	0	1572553	1934237	2330945	1668216	2111225	0	0	0	2079386	0	0
F3863	175.1482	656.15	653.74	659.35	5266	13369964	0.73	0.9	34	15	704203	853040	808360	705788	853848	1316958	1143851	1207390	1020973	635632	1223990	457738	483339	1067929	908925
F3866	175.1523	53.26	50.86	56.47	5267	761386383	1	0.94	930	15	97199737	87010203	87067133	83872357	80374880	80269662	64310378	100658770	96443207	63365348	88013379	55787410	86183352	82830396	75020572
F3868	175.1561	53.8	52.73	55.94	5268	3673976	1	0.99	637	2	0	1499884	0	0	0	0	0	0	2187098	0	0	0	0	0	0
F3869	175.1827	324.23	321.56	327.44	5269	19286725	1	0.92	1389	15	1117387	1498505	1142514	1115161	1215422	1109647	1291810	1650567	1098809	1246173	1449101	1421603	1381609	1115433	1306739
F3870	135.0118	52.19	51.39	53.53	3763	6191210	1	0.94	551	4	1856810	0	850981	0	0	0	0	0	0	0	0	1505416	0	0	1987003
F3881	135.0127	52.46	51.12	53.53	3764	2174717	1	0.98	424	1	0	0	0	0	0	0	0	0	2184723	0	0	0	0	0	0
F3883	135.0234	45.24	43.9	48.18	3766	18075544	1	0.95	41	15	636628	1283530	1046013	1271307	1122569	1450993	1530479	1226932	353894	1394231	1572185	1372542	1324490	1481024	1198617
F3884	135.0234	89.36	86.42	92.04	3766	4128486	0.85	0.87	10	15	95734	349169	341384	169808	194431	245949	466561	45290	309095	157439	457046	280174	203735	547933	328402
F3885	175.1887	324.5	321.29	327.71	5270	669715945	1	0.98	160	15	44201931	44916800	44258571	44817445	45443195	44738329	44892345	44973638	45313220	42679509	44772683	43582514	44271342	45062929	43568910
F3888	175.1924	323.43	321.29	326.64	5271	2967304	1	0.91	231	3	0	0	0	0	0	1081837	0	0	0	902797	0	0	1018323	0	0
F3910	79.0435	112.9	111.03	116.11	791	3017845	1	0.75	178	12	199711	354758	383292	125571	94119	0	124159	87112	503134	0	0	256130	272640	154054	524038
F3922	135.033	108.35	105.14	111.56	3770	52378611	0.74	0.91	2641	14	2831454	2149198	5007507	4426284	4278126	2818014	3276082	3084467	5823275	0	4281036	2128832	1904868	4462323	5932145
F3924	100.0416	108.62	101.67	123.06	2178	66375897	1	0.96	160	14	3768841	2747943	6136984	4893862	5247170	3916233	4330132	3878407	7448499	0	4604130	2961916	2921941	5735271	8018711
F3925	79.0525	177.35	174.14	180.29	793	3539312	1	0.95	78	12	288588	308252	249585	0	258024	274099	439098	225735	276933	129762	356114	497952	288088	0	0
F3926	79.0525	197.94	194.73	201.15	793	12318799	1	0.97	272	12	1115093	935951	1052890	0	1123119	1094899	1091498	1138689	937992	481673	1308913	1258529	866695	0	0
F3948	175.5482	43.9	42.57	46.84	5273	18531951	1	0.91	2274	14	1413729	1306043	1583097	938404	1388316	1497537	482143	1257375	0	856312	811336	2318195	1512503	1767651	1454193
F3949	175.5732	296.69	293.48	299.9	5274	30046511	1	0.96	273	15	2138592	1614475	2124117	2089150	1924599	2097363	2082196	1999409	1944382	1912501	2360794	1753510	2166645	1985452	1878326
F3950	175.5904	190.72	187.51	192.59	5275	10708444	1	0.74	1214	9	0	773609	0	965517	987983	1514221	1517949	834813	0	0	1389149	1503863	0	0	1241340
F3951	175.9417	39.09	37.48	40.43	5276	1272261	1	1	217	3	0	0	401865	0	0	0	0	0	0	0	0	0	426273	0	456127
F3954	79.0646	951.57	949.97	954.52	798	1153857	1	0.94	102	1	0	0	0	0	0	0	0	0	0	1171863	0	0	0	0	0
F3959	79.2691	282.78	281.45	285.46	800	1375825	1	0.98	163	2	0	0	0	0	641611	0	0	0	0	0	750220	0	0	0	0
F3962	175.9544	893.81	890.6	897.02	5277	5071554	0.82	0.89	5	10	0	0	0	670604	537146	0	0	386943	270235	492357	442218	536795	562361	725733	529881
F3963	175.9544	903.17	901.03	903.97	5277	3231596	0.82	0.81	7	10	0	0	0	314859	445366	0	0	440758	494912	270787	163426	325205	252225	381412	265780
F3965	175.9544	908.25	907.18	909.32	5277	2267410	0.83	0.84	6	10	0	0	0	175959	175549	0	0	287598	49643	208700	369221	382813	201572	296709	206403
F3966	175.9544	911.73	909.32	913.07	5277	3912483	0.82	0.78	6	10	0	0	0	481581	203008	0	0	221329	370235	397859	436912	475239	717386	413289	314165
F3968	175.9544	926.17	924.3	927.77	5277	4530239	0.83	0.94	8	10	0	0	0	803569	520989	0	0	475772	192837	564670	198015	422684	398803	433013	458472
F3969	175.9544	929.38	927.77	930.71	5277	3280353	0.83	0.88	6	10	0	0	0	179788	517254	0	0	390463	357690	359979	206897	521641	260083	191507	400074
F3971	175.9544	936.6	934.46	938.74	5277	4242263	0.82	0.81	5	10	0	0	0	561241	379228	0	0	382110	450718	375769	271391	267618	462151	592166	512517
F3972	175.9544	941.41	941.14	943.28	5277	1397745	0.82	0.75	3	9	0	0	0	289255	76630	0	0	61281	144003	278258	0	124982	112161	250429	126674
F3973	175.9544	944.89	943.28	947.29	5277	2463724	0.83	0.74	3	10	0	0	0	112260	218598	0	0	204838	389632	384188	403068	54767	418744	71076	360439
F3977	175.9544	959.06	955.85	960.4	5277	1864749	0.81	0.71	3	10	0	0	0	287089	285676	0	0	248594	228279	106394	140882	111150	61496	119812	238276
F3979	135.0483	42.3	39.62	45.51	3773	47176181	1	0.95	2520	15	4353238	2991685	2891532	3031049	3280292	2971861	1362049	2315693	3007843	1741130	2543465	4009720	4261290	4437925	4018484
F3981	135.0483	54.87	54.06	55.94	3773	2576882	0.97	0.92	574	9	0	0	160436	112405	280955	391725	145064	0	467193	0	466988	0	0	203729	418929
F3982	79.2785	762.12	760.24	763.72	802	2107622	1	0.98	273	8	342469	0	329595	163406	257943	79882	0	0	0	390105	236650	0	0	321577	0
F3983	79.2785	959.06	956.92	961.2	802	2039683	1	0.95	222	6	776039	0	357959	297692	180437	344739	0	0	0	0	99824	0	0	0	0
F3984	79.2797	958.79	956.12	962	803	45879248	1	0.98	4589	10	4054933	1765860	1955776	1755382	1793532	1770333	0	4744013	0	19942849	1189860	0	7062201	0	0
F3985	79.3899	958.53	956.92	961.2	805	1321340	1	0.92	152	1	0	0	0	0	0	0	0	0	0	1351964	0	0	0	0	0
F3986	79.3914	837.05	834.61	839.72	806	5398507	1	0.86	516	7	936694	833810	881982	0	0	0	0	0	627466	0	0	299823	1279497	0	559235
F3987	79.3914	958.79	956.39	962	806	11973901	1	0.95	1447	7	1428258	520733	398433	421280	0	0	0	1399170	0	7621502	277147	0	0	0	0
F3988	79.393	836.52	833.28	839.72	807	74834346	1	0.99	5695	15	5545221	4675631	4768265	4955186	4732378	5203733	3315590	5955716	3266378	9663676	5924282	2830522	6888976	4191684	2942108
F3999	79.5027	958.53	956.92	961.47	811	1261540	1	0.97	127	1	0	0	0	0	0	0	0	0	0	1279546	0	0	0	0	0
F4000	79.5033	836.52	834.08	839.46	812	2148757	1	0.92	167	9	260334	0	0	292412	0	0	163942	0	265739	430818	159444	0	249745	162226	193220
F4001	176.0189	852.05	850.18	854.99	5282	12035668	1	0.96	1199	10	1562754	967016	948415	851911	963622	924169	0	1447598	0	903148	854545	0	2631490	0	0
F4002	79.5045	836.52	834.08	839.72	813	26759308	1	0.98	2107	15	1985101	1684945	1684483	1858803	1725229	1788749	1217240	2082678	1154271	3452852	2164995	1127266	2519194	1414298	921204
F4003	79.5045	952.11	950.77	953.98	813	1260876	0.97	0.89	142	1	0	0	0	0	0	0	0	0	0	1273876	0	0	0	0	0
F4005	176.0226	36.41	33.47	37.75	5283	10219300	1	0.92	14	12	1008661	785604	781479	793407	888573	710617	0	0	1214479	0	759571	780260	736695	741419	1035535
F4007	176.0299	53.26	50.86	56.47	5285	43320817	1	0.87	77	15	1608479	2132123	2436684	3365929	2922101	3193680	3049646	3019911	3367049	3938689	3244496	4008145	1982321	3008270	2160837
F4012	100.0525	924.03	922.42	925.37	2181	1613185	0.8	0.95	3	13	58713	112223	118692	66173	126396	130056	109062	78645	263367	230792	184807	0	0	99304	156936
F4014	100.0525	936.33	934.19	937.13	2181	1518021	0.77	0.75	3	12	125660	233897	134519	123665	0	46640	0	213712	52833	134332	244260	98849	0	53679	67253
F4017	100.0525	951.84	951.31	954.52	2181	1631655	0.79	0.86	3	11	0	235051	142531	79093	139711	0	70813	75635	82604	52937	205310	0	0	525859	49641
F4018	100.0525	957.19	954.52	958.53	2181	1887878	0.82	0.74	3	13	83400	144538	75450	91641	282977	201224	0	180752	73398	133145	242432	56929	0	198383	189139
F4019	100.0525	960.67	958.53	961.74	2181	1483369	0.8	0.98	3	10	0	62927	134689	72457	0	44733	0	236740	184348	215076	104529	273928	0	160988	0
F4020	100.0525	964.41	961.74	967.08	2181	3637943	0.85	0.73	3	13	297710	300941	435333	255104	133723	154876	0	178396	532745	367928	261257	242710	0	169615	289719
F4021	100.0525	968.42	967.08	970.56	2181	2219773	0.83	0.84	3	14	85470	230442	422797	249310	56614	68702	134798	91510	74270	150322	142052	207779	0	141469	157729
F4022	100.0525	971.9	970.56	972.7	2181	1269855	0.8	0.89	3	9	65648	141023	88006	104647	131320	0	0	161831	71628	359269	0	214461	0	0	0
F4025	100.0525	980.72	979.12	981.79	2181	2040741	0.86	0.91	4	13	104844	148330	73410	176213	112924	89754	341300	0	440856	140828	91926	77152	0	93137	189949
F4026	100.0525	985.54	983.4	987.94	2181	2923845	0.85	0.81	3	13	268441	349925	259413	139171	106916	255304	0	282375	156944	239555	157361	56915	0	92736	497780
F4027	100.0525	989.01	987.94	990.35	2181	1488671	0.84	0.93	3	9	0	106298	83773	0	154371	0	301812	67056	0	289491	0	141376	0	110747	223546
F4032	176.0378	53.26	51.12	56.47	5288	91670501	1	0.86	37	15	8210866	4421010	7902054	7455632	9455794	9139421	365882	1028283	4444975	8428804	5402982	7728548	15493191	1091700	1404075
