id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	R449_LG_M	QC_1	QC_2	QC_3	QC_4	QC_5	R446_HG_M	R446_LG_M	R449_HG_M	R455_HG_M	R455_LG_M	R456_HG_M	R456_LG_M	R457_HG_M	R457_LG_M
F23078	276.0214	766.4	764.26	769.6	8728	18795171	1	0.92	1759	12	0	1225226	1456027	1607239	1612912	1806057	0	986945	908416	3591029	507778	783087	0	3839548	653701
F23079	165.9764	41.5	39.62	42.57	4929	877426	1	0.99	145	2	0	0	0	0	0	0	0	0	0	0	0	0	0	461601	427830
F23080	276.0753	219.89	216.69	222.84	8729	8684463	1	0.98	737	8	0	0	1006538	0	890898	0	984782	746974	0	0	1604067	1628165	634255	0	1231049
F23081	276.0922	433.92	430.71	435.25	8730	1236244	0.92	0.71	121	1	0	0	0	0	0	0	1288511	0	0	0	0	0	0	0	0
F23089	276.101	667.94	665.27	671.17	8732	3370667	1	0.95	272	3	0	0	793901	0	0	0	0	0	0	1472555	0	0	0	1149150	0
F23090	165.9879	40.43	38.82	42.3	4931	2596011	1	1	396	4	758039	0	0	507814	0	0	0	0	469054	0	0	882755	0	0	0
F23091	276.119	46.31	44.7	49.52	8734	40711110	1	0.96	629	15	10671697	2335649	2465524	2436482	2428219	2428923	907109	864453	6935780	312443	2243511	1163516	2283471	1359064	1894269
F23093	276.119	329.32	326.37	331.99	8734	27957745	0.88	0.73	1109	15	1717965	1232181	1522221	1767189	2092320	2126792	1860813	2184333	1635147	2132737	1565206	2326364	2119456	2090869	1673125
F23095	276.119	402.63	399.96	404.23	8734	3725246	0.71	0.83	184	15	113136	185065	138652	289758	345466	273903	264288	211315	316020	362979	351151	239165	149778	208660	292910
F23096	276.1265	249.36	246.15	252.3	8735	23878054	1	0.98	173	13	3693120	1531261	1567309	1840848	1722371	1789102	790402	661772	706321	1476401	1860972	2905714	3082138	0	0
F23099	276.1499	177.88	174.67	181.09	8736	32748862	1	0.95	741	15	2144030	2400865	2223356	2318455	2192753	2537861	2356836	2035544	2491323	201510	2414019	2383987	1612166	2518235	2770859
F23101	276.1567	215.35	212.41	218.56	8737	66086697	0.88	0.87	55	15	5401741	4830093	4656585	4659405	5069114	4962188	8628015	9877270	5540406	1048226	1140162	4311264	4914981	412905	581193
F23102	276.1567	230.35	227.14	233.29	8737	213841287	1	0.87	277	15	14329183	16321249	15648770	16246602	15762444	16630822	26496592	39493455	13470903	4232854	5098063	11914139	14831364	1950853	1437994
F23106	165.991	868.39	867.06	868.93	4932	1655297	0.84	1	8	10	276049	0	101534	133010	0	82553	135544	0	116614	0	204304	211740	96757	0	216844
F23110	165.991	891.14	888.73	893.81	4932	5665368	0.83	0.87	12	10	370336	0	653694	459442	0	570326	533127	0	372955	0	519990	780916	795304	0	731263
F23111	165.991	895.68	893.81	898.62	4932	4811214	0.85	0.84	10	10	423378	0	494476	502198	0	359398	602646	0	398610	0	364627	677140	521722	0	559817
F23112	165.991	899.96	898.62	900.5	4932	1672634	0.84	0.82	8	10	348257	0	201796	118113	0	297351	100929	0	134015	0	104873	209083	45902	0	103077
F23114	165.991	906.38	904.78	908.79	4932	2643875	0.84	0.83	7	10	99504	0	200766	203971	0	437244	423762	0	100490	0	427249	229052	354920	0	190759
F23117	165.991	978.05	976.71	979.39	4932	791332	0.74	0.89	16	8	0	0	186694	62265	0	83512	87959	0	64526	0	55532	0	129075	0	131527
F23119	165.991	985	984.2	986.07	4932	784842	0.75	0.96	17	6	0	0	0	64305	0	167200	146830	0	0	0	81704	0	150507	0	159676
F23121	276.1655	47.38	46.04	49.79	8738	7791900	1	0.98	1247	15	461121	650073	453409	540863	488986	630074	388919	293300	725198	237356	446069	681060	322263	971760	516449
F23122	276.1655	50.86	49.79	52.46	8738	5582005	1	0.91	1053	15	256509	358398	436261	359212	352435	419074	401504	403939	444807	159816	344675	426978	151403	596804	481190
F23123	276.1655	537.68	534.74	540.62	8738	28560193	1	0.96	2527	14	1428586	0	2358138	2682526	2128225	1692715	1716672	1515870	1217609	2890807	2867608	1313845	2452229	2425843	1775561
F23124	276.1722	646.52	644.11	649.19	8739	37465259	1	0.95	3492	13	2836018	1941936	3108342	0	2043278	2526605	1984901	2836278	2727285	0	4638482	3368978	2192657	3885009	3395490
F23127	276.1806	228.21	224.98	231.15	8740	14603585	1	0.93	500	15	957149	919018	1014601	852413	902407	1023716	937139	1106184	994791	858701	1052836	989159	848397	967719	1203355
F23128	232.1908	326.37	323.16	329.58	7210	507277967	1	0.98	132	15	32889406	32832344	33233495	32677542	34772484	33159001	34270797	35317983	33067131	33229820	34239149	33763197	34057438	34234886	31633225
F23129	232.1908	334.4	334.13	337.07	7210	27966008	0.71	0.94	17	15	2112533	2097084	1880543	2309311	1853853	1874741	1788372	1627510	1856034	1605688	1697408	1939388	2069839	1595142	1782582
F23130	232.1908	345.63	342.42	348.84	7210	96836214	0.78	0.92	18	15	7068608	7017092	6300384	5948755	6469677	6574632	6322204	6081395	6925202	6252447	6513524	6122492	6082999	6352100	6653875
F23135	232.2271	376.65	373.97	379.86	7211	98956986	1	0.97	720	15	6471627	6731708	6006145	7179791	6383256	6914118	6925931	6937219	6679892	6799773	7098467	7070948	6847520	6909617	6788782
F23136	232.2545	514.95	512	518.15	7212	327637396	1	0.97	994	15	21817398	23492513	21745458	22280677	21929082	20793373	22061300	22028801	21732588	21170914	21345569	21962453	21633304	21616923	22051043
F23137	232.5909	627.26	625.39	629.94	7213	35850371	1	0.93	3736	15	2728761	2327381	2505025	2486917	2463618	2482219	1843653	2343486	2108919	1954024	3204047	2479621	2500795	2144208	2295697
F23138	232.6164	713.18	710.24	715.85	7214	12077499	1	0.96	1367	13	946275	910763	1203576	955953	1087174	798330	756604	940731	861428	860098	1215340	0	867554	695673	0
F23139	125.0843	162.1	159.16	165.31	3375	77689220	0.76	0.93	996	15	3619067	5150041	4545727	4622854	4935053	5317038	7225137	5816790	5670939	2404949	5902116	6452411	4401814	6660284	5338307
F23143	125.0888	162.1	159.16	165.31	3376	58870571	0.94	0.92	1346	15	2906314	4044619	3403241	3640609	3511190	4066941	5414326	4350544	4403390	1757877	4485288	4890376	3404997	4781528	4133281
F23144	276.1957	454.24	452.1	456.65	8742	902271	1	0.94	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	903891	0
F23145	276.2168	53.26	51.12	56.47	8743	212324377	1	0.95	26647	15	13554985	14963656	14580159	14021228	14948784	13748649	15488048	12971417	12217311	11324312	15060640	13791003	9275667	24990343	11603076
F23146	276.2168	101.93	98.99	104.34	8743	31535995	1	0.96	2538	14	1375227	1111462	2498123	2214471	2243063	1469068	2856157	1354989	2842291	0	2784956	1884296	594904	5482340	3145712
F23147	276.2168	107.55	104.34	110.76	8743	50825429	1	0.87	3598	15	3696894	4250190	2319375	2851403	3086374	4100995	4797265	3662402	1451924	2658345	3217694	5481599	2776495	5042682	1456792
F23148	276.2533	478.84	475.64	482.05	8744	461455414	1	0.96	280	15	30932624	31561710	31217374	30880360	29884362	30803467	30402418	30339265	31493293	30441472	30289004	30661306	31162905	30285636	31125218
F23149	276.2613	755.97	753.02	759.17	8745	3038374	1	0.98	261	3	0	0	0	0	0	0	0	1533165	0	946234	0	0	0	0	582985
F23150	232.8967	39.62	37.48	41.5	7215	407952110	1	0.99	99999	15	26577707	30438497	30805226	29703784	30127664	29721744	22844618	20902868	48173010	27356123	32109030	21542945	23031375	23215587	19346338
F23151	232.9173	39.36	38.02	40.96	7216	46006221	1	0.99	9001	15	3509963	3092062	3313865	3161065	3300491	3542991	3187573	2395105	5222692	3441195	4100350	2147732	2443457	1102919	2478921
F23154	232.9229	36.41	33.47	38.55	7217	41535595	1	0.96	23	15	4307100	2818197	2777039	3114853	2863019	3195925	1272242	1202834	3788760	1185373	2173468	3306949	3096243	2704277	3749316
F23158	276.2804	511.2	507.99	514.41	8746	758420860	1	0.98	198	15	49114257	53101322	52883486	49571309	50861168	50756320	50429642	51067941	51103188	51512120	50934129	49049973	48626081	49497992	49936932
F23167	166.0263	45.77	44.17	46.58	4934	1934325	0.79	0.71	145	9	0	35889	0	164667	268956	46633	0	843983	0	0	333365	101444	40750	108638	0
F23168	166.0263	48.72	46.58	51.12	4934	11295327	1	0.92	463	13	1313893	608975	950820	997296	1046490	962606	0	69383	1001780	0	399524	850514	839096	1378337	894613
F23169	276.6597	215.88	213.48	218.29	8748	16393484	1	0.91	326	13	1380430	1580327	999648	1024142	1217930	1147278	2275074	2656423	1509697	101751	170311	1175404	1174069	0	0
F23170	276.6597	227.14	223.91	228.21	8748	16184218	1	0.96	390	13	1256090	1354219	1657381	794143	898615	1087948	1957306	3413574	706681	498182	239180	612087	1725812	0	0
F23171	276.6597	230.62	228.21	233.56	8748	51614579	1	0.98	1113	13	3406854	4061067	3453865	3883172	4122067	4501657	6838786	10055068	3559911	754656	836738	3204255	2957483	0	0
F23172	276.7892	40.96	39.62	42.3	8749	1346338	1	0.99	248	2	0	546492	0	0	0	0	0	0	0	810850	0	0	0	0	0
F23173	276.8186	39.89	38.82	41.23	8750	543660	1	0.99	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553665
F23174	276.8713	39.09	37.75	39.89	8751	18610264	1	0.99	4295	11	2700602	946961	1083021	882659	827540	909779	0	0	820136	0	0	1915439	1715106	3295307	3522714
F23180	276.9828	36.41	33.47	37.75	8754	22111519	1	0.92	47	13	1774854	2023368	1602338	1641686	1171348	1447137	839509	0	2470870	0	1744943	2286042	1239490	1301353	2585581
F23182	125.098	123.59	120.65	125.73	3381	21486490	1	0.87	146	13	1014348	0	1269126	1379676	1580886	1656107	2443698	2250745	1352420	0	1585636	2495371	1205416	2001368	1271693
F23185	232.9282	36.95	34.01	39.62	7218	246139002	1	0.93	5	15	15287362	18034599	15047381	15417164	14326422	14916404	12838442	8797406	23400880	6000417	18799542	33975933	13811830	14914341	20592879
F23188	232.952	52.73	50.32	54.06	7219	771975	1	0.86	122	1	0	0	0	0	0	0	0	0	0	0	0	0	783220	0	0
F23189	232.9791	667.94	665.27	671.17	7220	25362436	1	0.96	2263	12	790664	2148030	2108220	1680123	2191908	1743120	0	1951956	869537	4914934	898449	1260315	0	4828180	0
F23193	233.0247	46.58	45.24	49.52	7221	23610171	1	0.97	3190	11	1228376	1539394	1499319	1532730	1790073	1728978	0	0	1162414	2393835	3166695	3761043	3878449	0	0
F23195	233.0591	46.31	45.51	48.72	7224	5245284	0.89	0.86	35	14	355568	305533	353455	345873	434520	398732	107361	29520	0	489278	543126	951762	833992	28554	81010
F23196	233.0591	53.26	50.86	56.47	7224	424140739	1	0.96	5158	15	50008533	35995819	36174532	30806093	30429692	32011072	8921372	9123842	29066	14592511	16919588	35257512	36085631	45064880	42742596
F23197	233.0591	67.7	64.76	70.91	7224	14178574	0.88	0.98	139	14	2008466	1190746	1094758	1099938	1102287	976072	199995	55565	0	252767	611329	1385924	1078095	1596776	1706071
F23199	233.0697	196.6	193.39	199.27	7225	15877412	1	0.92	57	15	1246192	1040880	1184381	1221741	1219961	1250446	976332	592220	1298292	770262	1189509	1366111	838942	886594	818549
F23200	233.0697	652.67	649.99	655.88	7225	91322367	1	0.96	7160	15	7002785	5703603	7535530	6197818	6114514	5394032	6796578	6126272	4691176	4789281	8228164	5424437	5759243	6000014	5581920
F23201	233.0697	694.17	693.1	694.97	7225	2262043	0.89	0.73	263	13	154677	52839	62423	135847	401069	172713	302978	140560	0	0	161394	317691	124272	137252	106328
F23202	233.0764	296.69	293.48	299.9	7226	9466662	1	0.99	497	10	945450	1095909	0	920222	0	962691	0	0	641291	1012805	893080	0	1176175	954176	905217
F23216	125.5225	47.38	46.31	50.05	3387	11346368	1	0.94	1590	13	789392	772026	790400	920549	955866	911663	661197	1411131	0	609999	939604	772935	1052773	773833	0
F23218	277.0006	48.18	45.24	51.12	8756	3831397	1	0.99	321	3	1453245	0	0	0	0	0	0	0	1449081	0	0	0	0	0	936339
F23219	166.0366	270.48	268.08	271.82	4936	1300032	1	0.95	21	5	0	0	0	0	0	0	475144	0	89188	0	399541	260197	0	116589	0
F23220	166.0366	273.96	271.82	277.17	4936	3680425	1	0.99	50	5	0	0	0	0	0	0	796872	0	708981	0	831601	656609	0	693444	0
F23221	166.0475	39.09	37.22	40.69	4937	850000	1	0.99	91	2	0	440944	0	0	0	0	423061	0	0	0	0	0	0	0	0
F23226	277.0261	617.64	614.96	619.78	8757	1918780	0.76	0.88	3	9	214714	328489	156082	356538	0	138894	0	123168	0	111978	0	0	0	151336	389103
F23235	277.0261	726.01	723.61	727.62	8757	3215986	0.8	0.93	3	9	284936	457670	553025	445031	0	280553	0	314834	0	350469	0	0	0	224506	302356
F23238	277.0261	748.48	747.94	751.15	8757	2371710	0.79	0.91	3	9	175572	292065	207830	205937	0	242575	0	435247	0	330744	0	0	0	163789	467518
F23250	277.0461	41.23	39.89	42.83	8758	1051096	1	0.89	148	1	1108466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F23251	277.053	43.37	41.76	46.31	8759	11965393	1	0.97	1470	10	1172001	1050145	0	1337333	877925	855160	0	2276767	0	880384	1389545	889919	1299202	0	0
F23252	277.0619	40.96	39.09	44.17	8760	534112015	1	0.91	99999	15	172881469	66623751	84837391	81099158	80548406	84158869	26871485	30422893	100669919	61059864	61146045	40864696	68361961	99699396	99177414
F23262	233.0785	325.04	321.83	328.25	7227	120730921	1	0.99	84	15	7397755	8075162	8195671	7866695	7883786	8096217	17833366	9504487	8213935	5409157	6156785	6724256	6619223	6922934	5873912
F23265	233.0925	627.8	625.39	631.01	7228	4653354	1	1	506	8	654097	506394	0	593972	0	555146	0	0	0	0	740365	508387	523082	0	613133
F23266	277.0834	43.9	40.96	46.58	8761	97044132	1	0.98	11621	15	8024665	6723745	6111867	6405618	6315501	6063409	2468679	2605938	6118934	4296546	5618912	11426731	10833363	8166915	6005767
F23267	277.0834	199.81	197.13	202.75	8761	9369683	1	0.93	923	15	798343	735622	739455	906258	611868	564108	659261	794951	630548	104541	758077	511114	654860	489229	433448
F23268	277.0834	414.93	413.06	414.4	8761	2537322	0.86	0.84	33	8	0	113477	47805	159818	43477	202086	798634	0	36980	0	0	0	0	440587	0
F23270	277.0834	424.83	421.62	428.03	8761	34101849	1	0.97	199	15	229458	2534601	2661613	2310136	2711546	2514381	12774536	255711	165948	400479	556314	312783	237023	6237448	224872
F23271	277.0927	409.05	405.84	412.26	8762	224275953	1	0.98	18853	15	15739649	14926612	15113829	14784431	15217351	15178801	16189169	14625938	12487309	12165400	17501516	16255815	14935223	15624704	13555206
F23272	233.0965	285.99	283.59	289.2	7229	1830719	0.8	0.89	67	9	0	0	144388	0	393039	0	0	159620	216978	207158	201260	265804	84362	191069	0
F23273	233.0965	327.98	324.77	331.19	7229	12814737	0.95	0.91	737	10	0	0	1129242	1341403	1353334	0	0	1178253	994403	1370501	1107073	1463453	1503124	1520880	0
F23274	233.0996	55.67	54.06	58.88	7230	14398391	0.97	0.74	62	15	1077331	1196931	1446959	1269349	1452708	969546	227983	1861948	794632	307545	1256996	26346	867415	731498	930204
F23275	233.0996	116.11	113.16	119.32	7230	29849091	1	0.98	39	15	2166126	2218954	1736689	1859233	1774722	2088369	3096739	1980088	1691075	1059785	2687901	2651679	1136484	2098248	1626999
F23278	277.0962	650.8	648.93	653.47	8763	19907298	1	0.79	1947	15	2135245	2160431	505173	1264060	2142405	887105	1507512	1668443	236413	1165543	1723620	1243179	476459	1288070	1521640
F23279	233.1132	53.26	51.12	56.47	7231	623120902	1	0.96	1361	15	59563860	44158608	42454322	39768174	39999066	41664457	4479226	4497950	63795483	35470678	40231929	22624518	19320527	79453673	86061766
F23280	233.1132	80.81	77.6	84.02	7231	51898933	1	0.97	157	15	5280383	3775834	3332375	3324514	3468666	3332898	255030	92411	4923671	1811163	3601992	2088688	1538489	7936617	7121153
F23282	277.0977	153.28	150.07	156.49	8764	7153200	1	0.91	44	8	1264280	0	1116455	1130469	0	1134862	0	0	0	474536	505556	0	0	1102153	455261
F23288	125.5468	533.13	531.26	536.34	3389	16317106	1	0.86	474	15	896443	1079805	1027414	786065	961902	1298140	1116104	975862	879310	1061075	1345954	1407446	937231	1334383	1229972
F23290	125.9539	36.68	34.01	38.55	3391	3081132	1	0.99	401	4	748057	0	0	0	0	0	0	0	888131	0	724585	0	738365	0	0
F23291	233.1173	400.22	398.35	402.63	7233	5389761	0.89	0.87	125	15	265810	558695	304464	325272	388784	185963	342103	481803	229356	217859	493039	276155	318009	525003	494446
F23292	233.1173	446.22	443.01	449.43	7233	47693726	1	0.99	633	15	3262848	3140049	3077992	2976571	3109250	3128838	3390622	3221782	3157580	2691411	3556682	3355561	3330373	3151331	3167836
F23294	233.1173	677.32	675.98	680.53	7233	6111723	0.76	0.83	100	15	527082	291218	223513	332203	318442	219110	162010	461069	280720	256840	385723	296272	164280	394047	97144
F23333	166.0535	43.64	41.76	46.04	4939	2074697	1	0.99	279	3	0	0	594139	0	789806	0	0	707759	0	0	0	0	0	0	0
F23337	277.1047	153.54	150.6	156.75	8765	334849673	0.77	0.88	61	15	20065545	22839054	19753132	19847507	19622697	20900229	39184349	19173315	24322890	11079400	25339456	29963116	15805500	23018374	22976353
F23345	233.1761	365.68	362.48	368.89	7237	6273853	1	0.97	14	10	0	1264969	594264	722052	0	0	403738	482079	610916	0	586482	458436	0	521622	936945
F23346	277.1222	46.84	45.77	48.45	8767	2151897	0.95	0.85	344	9	908771	29730	97643	118282	0	39721	0	0	691775	0	101575	37818	0	0	137582
F23347	277.1222	655.88	654.54	658.82	8767	8897461	1	0.89	1122	11	643363	779002	724438	731562	0	1216138	597983	0	1129175	915874	587692	678303	0	0	910931
F23348	166.0719	53.26	50.32	56.47	4943	137967232	1	0.86	446	15	15950481	7093775	10033546	8809783	10597063	11673888	578613	265215	18972330	4476303	4317290	7878191	6405297	17666164	13425315
F23349	233.19	575.12	572.18	578.33	7238	53769010	1	0.95	170	15	3809738	3599398	3574798	3741710	3638060	3520577	3614544	3556472	3704025	3479513	3714199	3358642	3504025	3483707	3493602
F23354	277.1258	136.96	133.76	140.17	8768	24174471	1	0.95	16	14	1472328	1747530	1519816	1589378	1613375	1466727	2662959	1453683	1796660	735601	2050672	2400986	0	1888519	1801237
F23355	277.1283	380.39	378.25	382.81	8769	1049563	1	0.97	136	2	0	517300	0	0	0	0	0	0	0	0	0	557395	0	0	0
F23356	233.1942	326.37	323.43	329.58	7239	58504111	1	0.94	1985	15	4158253	3766035	3300342	3857462	4079947	4222195	2922331	4608400	3613300	3906046	3930532	4482206	4044352	3908454	3471152
F23358	233.2305	376.65	374.24	379.59	7240	4697313	1	0.99	494	7	673635	0	561071	663865	0	712336	0	741210	0	686235	869753	0	0	0	0
F23359	233.5864	537.41	534.74	540.62	7241	55041101	1	0.95	839	15	3742850	3589085	4218707	4324146	4785626	3746505	2065297	4938213	4771327	2710987	3176121	3244469	3108511	3128096	3423518
F23362	233.6456	665.53	662.59	668.21	7242	17550077	1	0.93	1765	15	1131521	818826	1085228	1304250	1292070	1187711	1471511	1196431	1138765	921705	1405951	974544	815945	1267751	1559868
F23363	233.9001	39.36	38.29	40.69	7243	883215	1	0.99	160	1	0	0	0	0	0	0	0	0	893219	0	0	0	0	0	0
F23364	166.0806	929.11	925.9	931.52	4944	2178702	0.78	0.74	3	13	0	202879	269833	206193	124458	95311	90500	125045	328608	0	74969	229836	95959	304655	182949
F23365	166.0806	933.66	931.52	934.99	4944	1598873	0.8	0.91	3	12	0	50255	133757	43917	160038	0	118569	200728	219993	0	186053	65018	160270	108490	112461
F23366	166.0806	936.06	934.99	937.4	4944	1227863	0.8	0.96	3	10	0	158857	98088	143713	0	150402	180308	204273	0	0	56750	49021	0	109814	89826
F23367	166.0806	939	937.4	941.14	4944	2406434	0.79	0.84	4	12	0	131864	373804	308599	241604	0	321261	79855	197463	0	53460	49219	164151	348906	101786
F23368	166.0806	942.75	941.14	944.35	4944	2129005	0.78	0.86	4	13	0	260523	198842	180087	182283	216423	104597	79259	201080	0	132027	103483	118275	151038	179458
F23369	166.0806	950.5	949.43	951.84	4944	1271098	0.8	0.96	4	10	0	0	67964	65643	144827	0	54219	73039	52917	0	112704	0	124369	306993	287995
F23372	166.0806	964.68	963.34	966.28	4944	1416246	0.78	0.87	3	10	0	249542	159918	128785	201787	79263	246722	63693	76676	0	0	157075	115569	0	0
F23373	166.0806	967.08	966.28	968.42	4944	923403	0.78	0.94	3	7	0	0	0	75693	61137	0	66665	113518	0	0	141171	0	0	167464	295484
F23374	166.0806	970.83	968.42	972.7	4944	3121324	0.73	0.92	5	13	0	468466	330793	227156	186156	113282	235946	231487	315745	0	374620	220650	54126	170643	274676
F23375	166.0806	979.12	977.25	980.99	4944	2438733	0.79	0.81	3	13	0	50733	83346	309741	224369	251457	139789	195448	153050	0	439620	198074	81900	102184	394163
F23376	166.0806	982.33	980.99	984.47	4944	2465574	0.76	0.9	3	12	0	157833	228891	232092	295067	246965	104134	126983	259999	0	316392	0	52395	228050	251332
F23377	166.0806	986.61	984.47	989.28	4944	3148211	0.77	0.84	3	13	0	288413	337471	327503	341341	287521	260095	371462	262220	0	74568	146928	108206	136873	206919
F23378	233.9315	36.68	33.47	38.29	7245	1542109	1	0.97	127	2	0	0	0	0	0	0	0	0	671608	0	0	911049	0	0	0
F23379	234.0624	53.8	52.46	55.94	7247	20458656	1	0.95	3168	7	3283072	2459220	0	0	0	0	0	0	3493272	0	0	2608951	1835334	2671243	4211940
F23380	234.0705	409.31	406.91	411.72	7249	19111000	1	0.96	1815	15	1530668	1242789	1528014	1237491	1256466	1084954	1273823	1224017	1190184	1030080	1479223	1266143	1254513	1388785	1142850
F23381	234.0818	325.57	323.7	327.71	7250	1091849	1	0.92	122	1	0	0	0	0	0	0	1107855	0	0	0	0	0	0	0	0
F23385	125.981	3.19	1.85	5.06	3398	2398721	0.78	0.93	4	15	27259	98708	132875	210270	185965	214730	101516	253782	56003	238404	58410	229870	290855	183997	106159
